,,,,,,,,,,,,,,,,,,,
,,,,,,,TSCO,Tractor Supply Company (TSCO),US Stock,,,,,,,,Tractor Supply Company (TSCO),TSCO,US Stock
,,,,,,,TDG,TransDigm Group (TDG),US Stock,,,,,,,,TransDigm Group (TDG),TDG,US Stock
,,,,,,,RIG,Transocean (RIG),US Stock,,,,,,,,Transocean (RIG),RIG,US Stock
,,,,,,,TRIP,TripAdvisor (TRIP),US Stock,,,,,,,,TripAdvisor (TRIP),TRIP,US Stock
,,,,,,,FOXA,Twenty-First Century Fox Class A (FOXA),US Stock,,,,,,,,Twenty-First Century Fox Class A (FOXA),FOXA,US Stock
,,,,,,,FOX,Twenty-First Century Fox Class B (FOX),US Stock,,,,,,,,Twenty-First Century Fox Class B (FOX),FOX,US Stock
,,,,,,,TSN,Tyson Foods (TSN),US Stock,,,,,,,,Tyson Foods (TSN),TSN,US Stock
,,,,,,,UDR,UDR Inc (UDR),US Stock,,,,,,,,UDR Inc (UDR),UDR,US Stock
,,,,,,,ULTA,Ulta Salon Cosmetics & Fragrance Inc (ULTA),US Stock,,,,,,,,Ulta Salon Cosmetics & Fragrance Inc (ULTA),ULTA,US Stock
,,,,,,,USB,U.S. Bancorp (USB),US Stock,,,,,,,,U.S. Bancorp (USB),USB,US Stock
,,,,,,,UA,Under Armour (UA),US Stock,,,,,,,,Under Armour (UA),UA,US Stock
,,,,,,,UA.C,Under Armour (UA.C),US Stock,,,,,,,,Under Armour (UA.C),UA.C,US Stock
,,,,,,,UNP,Union Pacific (UNP),US Stock,,,,,,,,Union Pacific (UNP),UNP,US Stock
,,,,,,,UAL,United Continental Holdings (UAL),US Stock,,,,,,,,United Continental Holdings (UAL),UAL,US Stock
,,,,,,,UNH,United Health Group Inc. (UNH),US Stock,,,,,,,,United Health Group Inc. (UNH),UNH,US Stock
,,,,,,,UPS,United Parcel Service (UPS),US Stock,,,,,,,,United Parcel Service (UPS),UPS,US Stock
,,,,,,,URI,"United Rentals, Inc. (URI)",US Stock,,,,,,,,"United Rentals, Inc. (URI)",URI,US Stock
,,,,,,,UTX,United Technologies (UTX),US Stock,,,,,,,,United Technologies (UTX),UTX,US Stock
,,,,,,,UHS,"Universal Health Services, Inc. (UHS)",US Stock,,,,,,,,"Universal Health Services, Inc. (UHS)",UHS,US Stock
,,,,,,,UNM,Unum Group (UNM),US Stock,,,,,,,,Unum Group (UNM),UNM,US Stock
,,,,,,,URBN,Urban Outfitters (URBN),US Stock,,,,,,,,Urban Outfitters (URBN),URBN,US Stock
,,,,,,,VFC,V.F. Corp. (VFC),US Stock,,,,,,,,V.F. Corp. (VFC),VFC,US Stock
,,,,,,,VLO,Valero Energy (VLO),US Stock,,,,,,,,Valero Energy (VLO),VLO,US Stock
,,,,,,,VAR,Varian Medical Systems (VAR),US Stock,,,,,,,,Varian Medical Systems (VAR),VAR,US Stock
,,,,,,,VTR,Ventas Inc (VTR),US Stock,,,,,,,,Ventas Inc (VTR),VTR,US Stock
,,,,,,,VRSN,Verisign Inc. (VRSN),US Stock,,,,,,,,Verisign Inc. (VRSN),VRSN,US Stock
,,,,,,,VRSK,Verisk Analytics (VRSK),US Stock,,,,,,,,Verisk Analytics (VRSK),VRSK,US Stock
,,,,,,,VZ,Verizon Communications (VZ),US Stock,,,,,,,,Verizon Communications (VZ),VZ,US Stock
,,,,,,,VRTX,Vertex Pharmaceuticals Inc (VRTX),US Stock,,,,,,,,Vertex Pharmaceuticals Inc (VRTX),VRTX,US Stock
,,,,,,,VIAB,Viacom Inc. (VIAB),US Stock,,,,,,,,Viacom Inc. (VIAB),VIAB,US Stock
,,,,,,,V,Visa Inc. (V),US Stock,,,,,,,,Visa Inc. (V),V,US Stock
,,,,,,,VNO,Vornado Realty Trust (VNO),US Stock,,,,,,,,Vornado Realty Trust (VNO),VNO,US Stock
,,,,,,,VMC,Vulcan Materials (VMC),US Stock,,,,,,,,Vulcan Materials (VMC),VMC,US Stock
,,,,,,,WMT,Wal-Mart Stores (WMT),US Stock,,,,,,,,Wal-Mart Stores (WMT),WMT,US Stock
,,,,,,,WBA,Walgreens Boots Alliance (WBA),US Stock,,,,,,,,Walgreens Boots Alliance (WBA),WBA,US Stock
,,,,,,,DIS,The Walt Disney Company (DIS),US Stock,,,,,,,,The Walt Disney Company (DIS),DIS,US Stock
,,,,,,,WM,Waste Management Inc. (WM),US Stock,,,,,,,,Waste Management Inc. (WM),WM,US Stock
,,,,,,,WAT,Waters Corporation (WAT),US Stock,,,,,,,,Waters Corporation (WAT),WAT,US Stock
,,,,,,,WFC,Wells Fargo (WFC),US Stock,,,,,,,,Wells Fargo (WFC),WFC,US Stock
,,,,,,,HCN,Welltower Inc. (HCN),US Stock,,,,,,,,Welltower Inc. (HCN),HCN,US Stock
,,,,,,,WDC,Western Digital (WDC),US Stock,,,,,,,,Western Digital (WDC),WDC,US Stock
,,,,,,,WU,Western Union Co (WU),US Stock,,,,,,,,Western Union Co (WU),WU,US Stock
,,,,,,,WRK,Westrock Co (WRK),US Stock,,,,,,,,Westrock Co (WRK),WRK,US Stock
,,,,,,,WY,Weyerhaeuser Corp. (WY),US Stock,,,,,,,,Weyerhaeuser Corp. (WY),WY,US Stock
,,,,,,,WHR,Whirlpool Corp. (WHR),US Stock,,,,,,,,Whirlpool Corp. (WHR),WHR,US Stock
,,,,,,,WFM,Whole Foods Market (WFM),US Stock,,,,,,,,Whole Foods Market (WFM),WFM,US Stock
,,,,,,,WMB,Williams Cos. (WMB),US Stock,,,,,,,,Williams Cos. (WMB),WMB,US Stock
,,,,,,,WLTW,Willis Towers Watson (WLTW),US Stock,,,,,,,,Willis Towers Watson (WLTW),WLTW,US Stock
,,,,,,,WEC,Wisconsin Energy Corporation (WEC),US Stock,,,,,,,,Wisconsin Energy Corporation (WEC),WEC,US Stock
,,,,,,,WYN,Wyndham Worldwide (WYN),US Stock,,,,,,,,Wyndham Worldwide (WYN),WYN,US Stock
,,,,,,,WYNN,Wynn Resorts Ltd (WYNN),US Stock,,,,,,,,Wynn Resorts Ltd (WYNN),WYNN,US Stock
,,,,,,,XEL,Xcel Energy Inc (XEL),US Stock,,,,,,,,Xcel Energy Inc (XEL),XEL,US Stock
,,,,,,,XRX,Xerox Corp. (XRX),US Stock,,,,,,,,Xerox Corp. (XRX),XRX,US Stock
,,,,,,,XLNX,Xilinx Inc (XLNX),US Stock,,,,,,,,Xilinx Inc (XLNX),XLNX,US Stock
,,,,,,,XL,XL Capital (XL),US Stock,,,,,,,,XL Capital (XL),XL,US Stock
,,,,,,,XYL,Xylem Inc. (XYL),US Stock,,,,,,,,Xylem Inc. (XYL),XYL,US Stock
,,,,,,,YHOO,Yahoo Inc. (YHOO),US Stock,,,,,,,,Yahoo Inc. (YHOO),YHOO,US Stock
,,,,,,,YUM,Yum! Brands Inc (YUM),US Stock,,,,,,,,Yum! Brands Inc (YUM),YUM,US Stock
,,,,,,,ZBH,Zimmer Biomet Holdings (ZBH),US Stock,,,,,,,,Zimmer Biomet Holdings (ZBH),ZBH,US Stock
,,,,,,,ZION,Zions Bancorp (ZION),US Stock,,,,,,,,Zions Bancorp (ZION),ZION,US Stock
,,,,,,,ZTS,Zoetis (ZTS),US Stock,,,,,,,,Zoetis (ZTS),ZTS,US Stock
,,,,,,,,,,,,,,,,,Vanguard Dividend Appreciation ETF (VIG),VIG,US Large-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Growth ETF (VUG),VUG,US Large-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard High Dividend Yield ETF (VYM),VYM,US Large-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Large-Cap ETF (VV),VV,US Large-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Mega Cap ETF (MGC),MGC,US Large-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Mega Cap Growth ETF (MGK),MGK,US Large-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Mega Cap Value ETF (MGV),MGV,US Large-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard S&P 500 ETF (VOO),VOO,US Large-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Total Stock Market ETF (VTI),VTI,US Large-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Value ETF (VTV),VTV,US Large-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Extended Market ETF (VXF),VXF,US Mid-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Mid-Cap ETF (VO),VO,US Mid-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Mid-Cap Growth ETF (VOT),VOT,US Mid-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Mid-Cap Value ETF (VOE),VOE,US Mid-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Small-Cap ETF (VB),VB,US Small-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Small-Cap Growth ETF (VBK),VBK,US Small-cap Stock ETFs
,,,,,,,,,,,,,,,,,Vanguard Small-Cap Value ETF (VBR),VBR,US Small-cap Stock ETFs
,,,,,,,,,,,,,,,,,Anheuser-Busch InBev (ABI.BR),ABI.BR,Euro Stock
,,,,,,,,,,,,,,,,,Carrefour SA (CA.PA),CA.PA,Euro Stock
,,,,,,,,,,,,,,,,,Air Liquide SA (AI.PA),AI.PA,Euro Stock
,,,,,,,,,,,,,,,,,Orange (ORA.PA),ORA.PA,Euro Stock
,,,,,,,,,,,,,,,,,Enel SpA (ENEL.MI),ENEL.MI,Euro Stock
,,,,,,,,,,,,,,,,,PHILIPS KON (PHIA.AS),PHIA.AS,Euro Stock
,,,,,,,,,,,,,,,,,Deutsche Telekom AG (DTE.DE),DTE.DE,Euro Stock
,,,,,,,,,,,,,,,,,Essilor International SA (EI.PA),EI.PA,Euro Stock
,,,,,,,,,,,,,,,,,IBERDROLA (IBE.MC),IBE.MC,Euro Stock
,,,,,,,,,,,,,,,,,L'Oreal SA (OR.PA),OR.PA,Euro Stock
,,,,,,,,,,,,,,,,,Danone (BN.PA),BN.PA,Euro Stock
,,,,,,,,,,,,,,,,,Schneider Electric SE (SU.PA),SU.PA,Euro Stock
,,,,,,,,,,,,,,,,,INDITEX (ITX.MC),ITX.MC,Euro Stock
,,,,,,,,,,,,,,,,,Safran SA (SAF.PA),SAF.PA,Euro Stock
,,,,,,,,,,,,,,,,,Sanofi (SAN.PA),SAN.PA,Euro Stock
,,,,,,,,,,,,,,,,,BBVA (BBVA.MC),BBVA.MC,Euro Stock
,,,,,,,,,,,,,,,,,Allianz SE (ALV.DE),ALV.DE,Euro Stock
,,,,,,,,,,,,,,,,,ENGIE SA (ENGI.PA),ENGI.PA,Euro Stock
,,,,,,,,,,,,,,,,,LVMH Moët Hennessy Louis Vuitton (MC.PA),MC.PA,Euro Stock
,,,,,,,,,,,,,,,,,Eni SpA (ENI.MI),ENI.MI,Euro Stock
,,,,,,,,,,,,,,,,,BNP Paribas SA (BNP.PA),BNP.PA,Euro Stock
,,,,,,,,,,,,,,,,,Assicurazioni Generali (G.MI),G.MI,Euro Stock
,,,,,,,,,,,,,,,,,Deutsche Post AG (DPW.DE),DPW.DE,Euro Stock
,,,,,,,,,,,,,,,,,Airbus Group SE (AIR.PA),AIR.PA,Euro Stock
,,,,,,,,,,,,,,,,,ASML HOLDING (ASML.AS),ASML.AS,Euro Stock
,,,,,,,,,,,,,,,,,ING GROEP (INGA.AS),INGA.AS,Euro Stock
,,,,,,,,,,,,,,,,,Bayer AG (BAYN.DE),BAYN.DE,Euro Stock
,,,,,,,,,,,,,,,,,Fresenius SE & Co (FRE.DE),FRE.DE,Euro Stock
,,,,,,,,,,,,,,,,,Bayerische Motoren Werke Aktiengesellschaft (BMW.DE),BMW.DE,Euro Stock
,,,,,,,,,,,,,,,,,Deutsche Bank AG (DBK.DE),DBK.DE,Euro Stock
